RegistrationNumber,ReferenceCapacity,MWOT,RegisteredDate,ARCExpiredDate,RegistrationStatus
DX-76282049,484,336,2023-05-08,2024-03-29,Active
LZ-48097329,473,177,1995-10-04,1996-09-15,Active
GJ-15316118,307,205,2001-10-26,2002-12-10,Active
GW-82214158,219,104,2017-06-23,2018-08-19,Active
SL-39846231,248,192,1996-03-01,1997-03-06,Active
MO-81483396,440,140,2003-02-12,2004-03-04,Active
EI-07725319,365,333,2018-09-26,2019-10-05,Active
TW-72109910,419,212,2009-06-23,2010-05-03,Active
LI-65417814,127,158,2015-05-10,2016-05-10,Active
JL-92514126,213,323,2024-03-08,2025-01-11,Active
FA-06741742,475,121,2005-05-15,2006-06-07,Active
KP-29823091,273,279,2024-10-16,2025-08-25,Active
JP-69828990,440,391,2001-02-11,2002-04-09,Active
DV-36164663,372,398,2001-10-01,2002-09-27,Active
XQ-26494831,175,318,2000-08-11,2001-09-04,Active
DI-96564451,487,385,1996-03-10,1997-03-31,Active
LK-29648451,117,120,2009-08-19,2010-10-12,Active
FX-05578780,401,388,2023-04-21,2024-06-06,Active
HI-80740834,256,395,2008-01-04,2009-02-15,Active
XH-63432774,482,245,2014-11-04,2015-11-13,Active
XG-76459561,114,219,2015-07-12,2016-06-27,Active
MH-16123535,235,131,1995-09-17,1996-09-25,Active
GH-23675424,432,185,1997-08-20,1998-06-24,Active
SO-39655834,264,330,2015-06-02,2016-06-12,Active
HA-31239696,211,360,2016-08-15,2017-08-25,Active
YO-38286660,226,103,2019-12-26,2021-02-19,Active
WT-13223673,196,163,2011-05-26,2012-05-10,Active
YW-47968362,131,331,2004-12-28,2006-01-09,Active
OO-32534443,460,281,2023-09-01,2024-09-21,Active
WV-56627695,360,159,1997-11-18,1998-10-17,Active
SH-51475009,396,388,2017-02-08,2018-02-19,Active
JR-79979342,262,234,2015-05-05,2016-06-11,Active
WF-03058164,345,276,2006-09-02,2007-08-11,Active
UW-39356785,346,357,2013-11-13,2014-10-24,Active
GK-32839556,424,364,2008-07-31,2009-08-29,Corrosion on airframe or wings
HB-41330644,388,159,2010-01-11,2010-12-13,Active
RR-85929608,256,301,2019-02-02,2020-01-09,Active
KM-53992249,356,298,2002-10-27,2003-12-24,Active
LX-77647428,340,238,1998-12-03,2000-01-11,Active
JF-82705511,142,126,2009-08-06,2010-07-13,Active
LU-05843551,248,249,2008-01-02,2008-11-07,Active
SJ-70247946,316,370,1995-08-20,1996-10-15,Active
SH-56707009,258,225,2014-07-30,2015-07-30,Active
QW-00206061,351,176,2013-05-15,2014-04-05,Active
FL-11237752,242,100,2015-02-11,2016-03-25,Installation of non-compliant equipment
GI-90009293,283,209,2024-08-26,2025-08-21,Active
BT-28598658,418,175,2010-06-10,2011-05-14,Active
MC-12801300,201,269,2003-10-23,2004-12-20,Active
LF-43070997,193,385,2004-11-11,2005-12-24,Active
PR-04290484,293,118,2018-02-24,2019-02-20,Active
DI-12070195,272,138,2000-03-10,2001-04-10,Active
PM-24400952,124,369,2006-01-15,2007-01-08,Navigation or communication equipment failure
RU-86891018,215,246,2011-05-09,2012-06-10,Active
NJ-16552830,172,120,2006-01-12,2007-02-07,Active
AE-94306763,239,343,2010-01-14,2011-02-02,Active
IS-05483585,309,164,2004-12-12,2005-11-17,Active
NU-07707673,399,387,2008-08-13,2009-07-14,Active
MV-80025543,415,377,1997-04-30,1998-03-22,Active
ZG-13471547,480,207,2021-06-15,2022-05-06,Active
JG-34291534,440,153,2010-08-03,2011-06-09,Active
CB-26581500,170,246,2017-07-23,2018-08-12,Active
IX-30769323,420,156,2007-02-13,2008-02-27,Active
HZ-40897913,280,374,2003-10-20,2004-08-22,Active
XK-10105702,195,117,2000-09-24,2001-08-06,Active
ND-42709526,175,276,2012-09-13,2013-10-06,Active
GH-65379227,138,206,2009-11-30,2010-11-22,Active
KA-94080484,338,366,1996-04-21,1997-03-21,Active
WV-26722122,150,108,2014-01-22,2015-02-27,Active
SZ-33789561,217,229,2007-08-07,2008-06-28,Active
KA-14561226,485,241,1997-08-22,1998-08-30,Maintenance not done as scheduled
QM-69276456,314,105,2017-07-22,2018-07-29,Active
VW-39055695,100,204,2011-03-24,2012-05-21,Active
CY-12695536,496,107,2010-06-24,2011-05-12,Active
QB-41091111,235,310,2016-08-11,2017-08-23,Active
BS-97797708,294,320,2013-08-26,2014-08-29,Active
GK-41336565,396,104,2008-04-24,2009-05-28,Active
IC-46498320,378,304,2023-12-30,2025-01-28,Active
FN-71987353,417,386,2018-10-09,2019-08-15,Active
IS-10572423,376,236,2021-06-29,2022-07-09,Active
UD-36417634,233,266,2005-05-21,2006-04-07,Active
YI-95070383,432,275,2002-07-25,2003-06-02,Active
XF-78457074,314,327,2010-12-17,2012-01-31,Active
DD-49456190,183,199,2013-03-26,2014-04-06,Active
LT-66344803,324,218,2015-07-26,2016-07-19,Active
PT-99924559,302,201,2004-11-21,2006-01-14,Active
BK-88473830,277,258,2007-07-08,2008-07-15,Active
MI-88823330,296,161,2014-05-06,2015-05-02,Active
FC-01626415,432,213,2014-09-15,2015-08-03,Active
BX-56697023,287,130,2018-12-14,2019-12-04,Active
WI-25543078,251,182,2000-11-01,2001-11-28,Active
JY-79027227,412,273,1998-05-13,1999-05-30,Active
VB-01942319,340,221,2013-05-16,2014-04-27,Active
RR-77587894,344,203,1998-08-07,1999-07-08,Active
QO-07208003,197,243,2014-12-17,2016-01-16,Active
GM-16770224,382,279,2001-06-11,2002-08-08,Active
PY-22146343,295,236,2017-08-08,2018-10-04,Active
BN-45372954,342,158,2017-09-08,2018-08-07,Active
DD-22900094,304,287,2017-07-06,2018-07-19,Active
HK-31373839,199,308,1999-01-03,1999-12-20,Engine or sensors not working
JD-08029937,383,375,2013-01-26,2014-03-18,Active
RK-93404078,387,217,2017-03-14,2018-04-27,Active
OW-87519273,323,274,2023-04-09,2024-04-26,Active
HF-71781900,331,125,2014-05-02,2015-04-11,Active
OX-74362810,206,227,2011-04-05,2012-03-12,Active
FY-99984681,492,391,2017-07-16,2018-06-25,Active
WK-44140325,437,240,2006-02-06,2007-02-24,Active
XJ-15104781,329,395,2025-02-15,2026-02-28,Active
TK-68505696,315,159,2006-01-10,2006-12-19,Active
CG-69951387,252,394,1996-09-20,1997-09-19,Active
SD-02986953,144,312,2013-04-08,2014-03-13,Active
XN-43257811,222,234,1997-12-03,1998-10-20,Active
FW-74626110,169,113,2011-10-01,2012-08-02,Active
RT-83413395,199,187,1997-02-16,1998-02-20,Active
JG-29394408,235,306,1999-12-11,2000-12-27,Active
PE-85871348,417,158,1997-12-17,1998-12-16,Active
MP-61151598,246,131,2014-01-27,2015-01-08,Active
AM-70850551,124,322,2011-05-20,2012-06-08,Active
LL-42450897,165,385,1995-05-16,1996-03-29,Improperly repaired after an incident
AW-08893310,220,187,1997-04-24,1998-05-25,Active
RE-25443488,500,398,1998-05-10,1999-06-15,Active
UR-21931956,276,190,2001-04-29,2002-04-16,Active
PQ-62052656,392,334,2016-05-17,2017-05-04,Active
VD-33268157,394,221,2019-02-28,2020-01-15,Active
WP-12954687,452,106,2011-02-28,2012-03-04,Active
OZ-61843976,324,218,2017-10-20,2018-09-05,Active
NU-22557889,160,379,2005-08-15,2006-10-14,Active
BD-61878484,483,275,2004-04-21,2005-03-15,Active
XL-35800653,223,134,2021-12-12,2022-11-30,Active
HL-69390186,497,108,2001-03-20,2002-05-06,Active
OH-54255287,490,155,2000-10-17,2001-08-20,Active
AI-86547888,482,387,2001-10-15,2002-11-01,Active
FK-29969794,466,135,2014-01-12,2015-02-20,Active
JN-11891702,498,290,2003-02-15,2004-01-26,Active
ZU-81857045,464,396,2015-09-25,2016-10-08,Active
KA-74776697,257,164,2023-05-03,2024-03-05,Active
OJ-18099922,282,107,2022-04-15,2023-04-28,Active
HN-02405526,170,126,2015-10-07,2016-10-15,Active
YK-74181583,470,254,2003-07-08,2004-06-22,Active
DC-70654071,112,164,1997-03-27,1998-04-01,Active
EZ-47668727,339,170,2020-01-20,2020-12-08,Active
ZE-99328223,117,191,1998-10-05,1999-09-09,Active
ZI-43536749,117,318,2015-09-09,2016-09-15,Active
WE-08613149,436,338,2017-09-22,2018-07-30,Active
NY-85130093,104,135,1999-11-27,2000-11-11,Active
DZ-49065515,258,108,2010-04-17,2011-04-18,Active
ZZ-97431295,212,124,2015-06-22,2016-08-03,Active
WJ-08551401,352,269,2002-06-16,2003-08-09,Active
MI-07651904,114,359,2003-08-28,2004-08-19,Active
NO-84865051,393,198,1996-03-09,1997-03-31,Active
UE-15346727,493,294,2006-04-02,2007-04-14,Active
CK-94046712,126,234,2018-02-02,2018-12-27,Active
BO-81372834,439,133,2006-12-16,2008-02-01,Active
QZ-96592230,291,281,2008-04-12,2009-04-26,Active
MJ-95957995,212,138,2013-01-10,2013-11-29,Active
CI-64458641,447,271,2006-05-18,2007-06-07,Active
NT-67503986,431,126,2013-11-11,2014-10-29,Active
OV-99014254,374,296,2024-11-28,2026-01-21,Active
EP-02274941,373,324,1997-07-31,1998-09-25,Active
FW-83396525,369,107,2004-01-31,2005-02-13,Active
AI-90386878,462,200,1998-12-29,2000-02-23,Active
TI-36676139,281,329,2012-03-29,2013-02-27,Active
DE-31122296,398,124,2012-10-02,2013-08-24,Active
PZ-29035590,463,317,2016-05-25,2017-05-25,Active
YU-81404998,306,348,2021-08-03,2022-07-20,Flight control systems malfunction
BA-18712001,142,253,2023-08-12,2024-09-29,Active
TJ-28250218,157,137,1995-09-03,1996-07-15,Active
VI-13693284,331,222,2001-04-01,2002-05-15,Active
VT-15992500,399,178,2003-01-05,2004-02-06,Active
BE-80335731,227,315,2008-06-14,2009-06-09,Active
GM-59302030,346,181,2003-05-10,2004-06-07,Active
KN-52297428,382,304,1997-05-06,1998-04-17,Installation of non-compliant equipment
AF-54559299,216,194,2020-07-10,2021-08-30,Active
XM-96083302,123,358,2015-09-09,2016-07-29,Active
WJ-12649177,304,363,1995-06-08,1996-06-14,Active
TV-05335109,311,272,2017-10-23,2018-11-26,Active
DF-11690821,254,184,1997-07-02,1998-06-28,Active
WJ-11319869,254,214,2019-12-20,2020-11-10,Active
XH-58478098,415,101,1998-11-23,1999-12-31,Active
AV-81069221,346,275,2016-07-24,2017-08-11,Improperly repaired after an incident
YO-42917628,304,372,2012-01-06,2013-02-05,Active
VI-04012095,312,255,2024-09-05,2025-10-09,Active
OI-62477699,455,158,2013-05-30,2014-07-18,Active
LY-12385301,405,101,2023-11-09,2024-12-28,Active
RP-71288303,270,341,2016-02-07,2017-02-09,Active
MP-35563489,401,364,2024-12-11,2025-11-05,Aircraft owned by unauthorized entity
RQ-67325348,458,231,2003-09-20,2004-10-31,Active
US-11682919,160,221,2000-01-30,2001-03-17,Active
BM-31987550,381,273,2001-04-15,2002-03-14,Active
OA-76476183,350,146,2005-05-15,2006-03-30,Active
JF-48181006,245,207,2014-11-20,2015-12-26,Active
VS-46528770,202,169,1999-02-09,2000-03-06,Active
FE-59321082,473,109,2025-03-21,2026-04-30,Active
NN-15648944,236,385,2012-06-24,2013-05-30,Active
RP-79621239,373,156,2006-09-23,2007-09-25,Active
CZ-72908078,421,160,1996-11-01,1997-11-09,Active
JH-96422895,391,109,2013-07-18,2014-09-11,Active
GM-97848798,391,163,2008-03-19,2009-04-15,Active
EH-85308794,450,240,2013-07-18,2014-06-07,Active
RK-38375435,116,268,2020-08-23,2021-07-28,Active
AT-08486463,243,124,2000-09-14,2001-09-26,Active
NY-17769845,174,161,1999-12-17,2000-11-17,Active
BB-95487892,139,173,2017-04-13,2018-03-08,Active
AH-80660606,360,214,2012-03-09,2013-04-30,Active
JE-64883732,114,397,2014-12-11,2016-02-06,Active
JI-06413187,355,359,2011-04-06,2012-03-31,Active
LW-23436022,116,355,2012-02-25,2013-03-17,Active
LQ-12777938,367,121,2020-05-07,2021-03-08,Active
DO-89924919,132,379,1999-07-31,2000-07-16,Active
IO-46678541,366,349,2012-05-20,2013-06-19,Active
CF-52437102,313,205,2002-12-09,2003-12-20,Active
HZ-52111717,237,205,2019-05-26,2020-06-29,Active
ZI-50365092,276,274,2021-01-27,2021-12-08,Active
YL-64184667,222,381,2015-01-08,2016-01-24,Active
II-65679119,400,201,2010-09-19,2011-09-28,Active
QP-54597740,144,356,2015-08-22,2016-07-22,Active
TH-63856972,272,314,2024-10-17,2025-11-04,Active
CK-20622184,369,161,2013-06-03,2014-05-05,Active
OX-48506290,499,121,2007-03-27,2008-05-22,Active
TC-35207941,307,337,2023-05-19,2024-03-20,Active
QR-98150880,353,322,2012-08-20,2013-06-23,Active
ZJ-57577593,240,286,2021-01-19,2021-12-18,Active
PO-17894999,418,116,2009-10-28,2010-11-25,Active
PM-49607931,261,329,2009-02-02,2009-12-05,Active
KK-26389469,329,290,2020-04-12,2021-03-08,Active
BX-70134401,417,385,2017-01-08,2018-02-10,Active
AQ-66620757,469,256,2021-10-17,2022-10-15,Active
QY-52744139,238,235,2012-12-26,2013-11-09,Active
EA-35380240,359,394,2012-10-12,2013-08-21,Active
YM-61459033,277,213,2005-09-09,2006-08-11,Active
WQ-17800678,339,107,2025-02-12,2026-03-28,Active
NK-08420730,190,270,2021-07-09,2022-07-16,Active
ON-94779952,389,363,2019-01-01,2019-11-14,Active
CN-63719961,474,352,2000-10-08,2001-08-14,Active
TF-21806576,102,308,2003-04-04,2004-03-02,Active
YB-42304305,105,126,2009-11-22,2010-10-04,Active
XR-27509657,376,307,1997-05-23,1998-06-23,Active
DP-77337925,222,211,2020-09-11,2021-07-29,Active
MZ-48248423,473,132,2021-06-26,2022-04-30,Aircraft owned by unauthorized entity
FL-55035387,289,145,2021-12-27,2022-11-03,Active
UO-33952259,408,226,2014-07-27,2015-09-03,Active
XX-66058513,287,281,2006-02-26,2007-01-25,Operation in restricted airspace
FM-86071706,399,134,2003-10-22,2004-10-02,Active
IG-33161849,132,314,2024-05-01,2025-04-04,Active
ZI-12945530,440,182,1999-01-17,1999-11-28,Active
KL-93526608,146,141,2001-04-05,2002-03-19,Active
RO-65612044,309,247,2002-10-08,2003-09-24,Active
SX-84807935,436,145,2020-02-09,2021-03-21,Active
OR-71282745,424,364,2001-04-17,2002-03-07,Active
HX-25613007,355,287,2021-08-31,2022-08-04,Active
BN-90999189,422,162,2024-03-10,2025-04-07,Active
IN-33640745,323,155,2011-05-16,2012-06-13,Active
CL-13600603,421,342,2016-07-23,2017-08-08,Active
KP-33417766,431,357,2024-03-02,2025-03-18,Active
WO-10116361,486,289,2011-08-14,2012-10-07,Active
HQ-28590426,154,244,1999-06-18,2000-07-31,Active
JX-05826356,499,133,2022-07-13,2023-08-17,Active
MN-66001615,165,222,1999-10-16,2000-12-04,Active
TY-43465817,406,109,2007-05-08,2008-04-17,Active
DX-19108926,466,372,2024-04-24,2025-03-15,Aircraft owned by unauthorized entity
SR-78240093,310,302,1999-10-30,2000-09-17,Active
XW-35863937,173,261,2020-11-10,2021-11-14,Active
RW-77817374,320,331,2006-11-01,2007-12-21,Use for illegal activities (e.g. smuggling)
DK-83327774,248,369,2014-08-19,2015-09-10,Active
MW-42794247,439,395,2000-05-05,2001-06-21,Active
XB-90344715,144,140,2012-07-08,2013-08-06,Active
HU-91748218,288,341,2020-08-15,2021-06-22,Active
DP-94574822,381,356,2000-12-27,2002-02-01,Active
PQ-85864494,452,376,2014-05-14,2015-06-12,Active
HX-35085998,440,251,2015-02-19,2016-02-18,Active
DE-81068242,209,223,2015-02-25,2016-01-21,Improperly repaired after an incident
ME-02668509,422,203,2002-11-13,2004-01-04,Active
TH-28738036,234,156,2005-10-31,2006-11-11,Active
EM-25101966,332,216,2012-05-18,2013-06-07,Active
KJ-75151798,111,266,2015-09-14,2016-09-15,Active
EJ-02873600,213,205,1998-06-07,1999-07-14,Active
QB-91586785,209,346,2010-02-05,2011-01-07,Active
PY-44491206,439,201,2006-05-06,2007-05-22,Active
ML-28246655,350,289,2015-10-29,2016-09-05,Active
MD-72443409,192,265,1999-04-04,2000-03-09,Active
VM-78877312,318,172,2025-04-19,2026-04-09,Active
CP-30612324,375,235,2021-05-18,2022-05-11,Active
VD-25144245,282,134,2015-07-05,2016-07-04,Active
DO-20481273,492,136,2014-11-22,2015-10-14,Active
BQ-85667512,375,318,2002-07-27,2003-05-31,Active
AN-90916950,471,185,2013-07-16,2014-08-18,Active
DA-46390953,450,228,2009-07-16,2010-08-13,Active
OH-27022377,330,365,2011-12-16,2013-01-22,Active
JF-44308419,414,341,2009-04-04,2010-05-24,Active
TE-34453859,103,186,2018-05-11,2019-03-29,Active
YV-88500416,261,174,2009-07-14,2010-07-24,Active
OH-15695600,171,259,2007-07-25,2008-07-19,Active
IO-58604640,149,370,2018-05-14,2019-07-08,Active
XQ-77876599,176,124,2010-08-09,2011-09-02,Active
ZW-90793395,464,201,2005-12-17,2006-11-01,Active
CU-30158660,147,174,2019-12-16,2021-02-03,Active
FV-66120571,259,325,2010-12-20,2012-01-26,Active
GW-18901371,281,367,1998-10-15,1999-09-17,Active
PZ-69816786,151,154,2000-03-28,2001-03-21,Active
MS-69752953,330,134,2000-12-03,2001-10-17,Active
CL-11219642,140,218,2008-10-20,2009-10-01,Active
ZO-95750176,279,371,2023-03-26,2024-04-16,Active
GR-08436087,266,213,2003-09-13,2004-09-07,Active
TR-47253794,285,329,2021-12-30,2023-01-25,Active
RC-18139889,498,244,2005-09-08,2006-10-26,Active
ZT-24053542,108,269,1995-08-06,1996-08-01,Active
UF-45395830,452,377,1996-11-16,1998-01-08,Active
PA-38283882,129,318,1999-10-01,2000-10-05,Active
MN-69646200,191,288,2013-02-03,2014-02-27,Active
QD-32878737,392,329,2001-04-17,2002-05-29,Active
TS-35974303,196,319,2013-01-19,2014-01-14,Active
IY-42286889,432,115,2014-02-06,2015-03-22,Active
EX-33141126,201,118,2008-04-14,2009-04-16,Active
KV-25667161,171,386,2022-09-12,2023-07-19,Active
TK-71125005,431,358,2024-02-20,2025-01-01,Expired airworthiness certificate
WT-41293873,206,144,2008-04-23,2009-05-11,Active
MM-94758741,479,190,2017-06-22,2018-08-16,Active
DL-61304725,387,393,2002-06-15,2003-04-28,Active
RA-00760055,334,132,2001-11-06,2002-12-23,Active
LN-36265849,104,324,2004-04-07,2005-04-28,Active
RS-71732002,297,247,2005-07-07,2006-08-10,Active
KR-75907318,163,291,2010-07-23,2011-09-02,Active
PY-30002280,455,324,2018-12-19,2019-12-18,Active
RL-73756880,377,181,2024-12-25,2026-02-10,Active
WB-15885602,261,341,2019-01-07,2020-02-21,Active
GK-82625737,368,107,2003-01-26,2004-03-08,Active
ZY-84277778,419,300,2006-03-05,2007-03-05,Active
CC-75586998,205,299,2021-12-07,2022-11-29,Active
TE-48136894,483,179,2023-12-12,2024-11-27,Active
FD-67751168,361,178,1997-01-06,1998-01-06,Active
CX-99871425,482,184,2006-02-13,2007-03-06,Active
HV-76754112,438,315,1998-02-02,1999-03-19,Aircraft owned by unauthorized entity
EH-12553316,493,264,2014-12-04,2016-01-27,Active
OA-92276734,286,367,2015-06-15,2016-06-16,Active
WV-31854993,106,273,2011-06-11,2012-07-29,Active
CJ-29109586,444,333,2022-05-04,2023-04-10,Active
IB-16637180,251,170,1998-11-29,2000-01-09,Active
FB-90754211,386,117,2014-05-02,2015-03-21,Active
NZ-74010096,223,319,2020-09-05,2021-10-11,Engine or sensors not working
XE-38035572,365,335,2001-08-13,2002-08-01,Active
JR-28417673,295,159,2024-03-01,2025-02-06,Active
ZZ-02632804,122,248,2018-05-30,2019-06-14,Active
RC-60746438,478,370,2009-12-24,2011-02-07,Navigation or communication equipment failure
CD-85308976,248,289,2006-02-07,2006-12-23,Active
JV-61768817,399,132,2005-06-08,2006-06-09,Active
KW-06989662,391,333,2024-12-08,2026-01-02,Active
CR-08371773,145,174,1995-09-15,1996-09-08,Active
KA-18033730,216,366,2007-11-22,2009-01-14,Active
BN-13903040,272,359,2017-08-29,2018-07-01,Active
HC-22209875,454,120,2000-07-16,2001-06-19,Active
QS-94547668,295,189,2009-09-17,2010-08-25,Active
RY-24972070,284,353,2011-02-04,2012-02-20,Active
PF-60816669,435,290,2018-09-07,2019-10-24,Active
MR-33200618,246,317,1996-08-21,1997-06-30,Active
IH-06882099,186,218,2001-01-08,2002-02-11,Active
RG-85270896,290,161,1995-10-07,1996-08-19,Active
IJ-97080211,244,277,2005-12-07,2006-11-10,Active
LX-87280310,304,226,2002-05-05,2003-05-09,Active
FX-95877243,264,195,2009-01-27,2010-01-27,Active
RU-33237337,252,176,2012-01-12,2012-11-30,Active
VB-01193569,343,190,2002-10-14,2003-10-24,Active
MG-64145516,140,316,1996-06-02,1997-04-28,Active
DQ-45753104,197,114,2010-05-15,2011-07-05,Active
AE-12974210,224,321,2010-03-14,2011-02-05,Active
EV-68729553,449,383,2000-08-05,2001-09-07,Active
XL-66409151,386,265,2003-06-25,2004-07-21,Active
CP-99102779,453,110,1997-01-19,1998-01-17,Active
QN-91572555,230,263,2000-09-07,2001-10-06,Engine or sensors not working
WQ-84250489,213,120,2020-07-27,2021-09-12,Active
SV-88656827,108,321,2020-02-06,2020-12-12,Active
LK-64892577,345,321,2004-02-22,2005-04-13,Active
HF-41061214,400,229,2005-08-23,2006-08-20,Active
OU-28165011,375,182,2024-03-21,2025-03-01,Active
JT-20636270,163,202,2012-08-02,2013-09-19,Active
NP-37079778,458,130,2002-07-18,2003-08-16,Active
RX-29295963,190,364,2005-03-15,2006-04-10,Active
XN-68247532,442,158,2012-07-04,2013-06-02,Active
ZW-17464730,160,326,2024-11-05,2025-10-19,Active
TU-94641376,112,190,1997-06-13,1998-05-22,Active
TG-62230636,118,337,2021-01-15,2022-01-10,Active
OZ-12859296,210,157,2010-10-08,2011-10-27,Active
SL-38437477,134,336,2000-03-14,2001-01-14,Active
NC-22959654,466,164,2001-08-26,2002-07-13,Active
FF-45971275,227,148,2022-11-29,2023-11-06,Active
GV-79485265,424,360,1997-09-30,1998-11-14,Active
RC-92946956,495,380,2024-09-24,2025-08-20,Active
OD-69951703,196,209,2012-07-28,2013-09-24,Active
UD-27664379,118,398,2010-07-18,2011-08-28,Active
EY-28223468,390,154,1998-07-12,1999-05-26,Active
PR-78380658,166,115,2020-09-22,2021-09-08,Active
FV-91862499,384,293,2004-07-08,2005-06-17,Active
IC-60029844,466,218,1998-01-29,1999-01-10,Active
UH-22243317,415,321,2008-04-13,2009-05-04,Active
SX-37566620,151,272,2016-08-02,2017-09-29,Active
AJ-05505321,189,295,2009-08-11,2010-10-09,Active
QN-87471240,225,284,2004-01-04,2005-01-10,Active
RM-13226351,377,243,2021-11-09,2022-10-12,Active
HJ-79251619,184,174,2014-08-12,2015-07-10,Active
VQ-09170743,383,121,2009-02-08,2010-03-07,Active
TQ-46175368,112,118,2007-05-28,2008-05-09,Active
ZD-81688932,113,246,2004-09-01,2005-08-06,Active
NR-25573783,227,367,1999-04-24,2000-03-10,Active
XP-23406863,453,185,2020-11-19,2021-09-26,Active
YP-43004134,445,215,1997-09-09,1998-08-07,Active
VF-85251143,474,198,2014-04-29,2015-06-14,Active
YK-06023587,468,136,2019-04-06,2020-02-09,Active
JC-61141776,462,284,2015-08-29,2016-10-06,Active
UJ-42650139,472,204,2007-06-10,2008-07-25,Active
